customer_id,total_revenue,avg_order_value,purchase_frequency,revenue_rank,cumulative_revenue,segment
3161,87,87.0,37,656,64556,Loyal
2299,87,87.0,10,656,64556,Regular
3714,87,87.0,31,656,64556,Loyal
2728,87,87.0,47,656,64556,Loyal
3190,87,87.0,30,656,64556,Loyal
3591,87,87.0,19,656,64556,Loyal
2133,87,87.0,15,656,64556,Loyal
3845,87,87.0,40,656,64556,Loyal
2421,87,87.0,28,656,64556,Loyal
1707,87,87.0,25,656,64556,Loyal
426,87,87.0,4,656,64556,At-Risk
2390,87,87.0,17,656,64556,Loyal
2126,87,87.0,31,656,64556,Loyal
3770,87,87.0,31,656,64556,Loyal
1312,87,87.0,12,656,64556,Loyal
2859,87,87.0,46,656,64556,Loyal
1713,87,87.0,9,656,64556,Regular
2643,87,87.0,48,656,64556,Loyal
3406,87,87.0,47,656,64556,Loyal
392,86,86.0,25,691,67738,Loyal
137,86,86.0,4,691,67738,At-Risk
588,86,86.0,48,691,67738,Loyal
3611,86,86.0,23,691,67738,Loyal
3685,86,86.0,47,691,67738,Loyal
1820,86,86.0,50,691,67738,Loyal
333,86,86.0,5,691,67738,Regular
3817,86,86.0,45,691,67738,Loyal
2896,86,86.0,29,691,67738,Loyal
2064,86,86.0,32,691,67738,Loyal
1382,86,86.0,48,691,67738,Loyal
852,86,86.0,19,691,67738,Loyal
2879,86,86.0,13,691,67738,Loyal
3893,86,86.0,5,691,67738,Regular
676,86,86.0,9,691,67738,Regular
2743,86,86.0,47,691,67738,Loyal
117,86,86.0,12,691,67738,Loyal
1252,86,86.0,43,691,67738,Loyal
2942,86,86.0,27,691,67738,Loyal
3832,86,86.0,16,691,67738,Loyal
3772,86,86.0,28,691,67738,Loyal
176,86,86.0,2,691,67738,At-Risk
1662,86,86.0,21,691,67738,Loyal
2104,86,86.0,21,691,67738,Loyal
247,86,86.0,20,691,67738,Loyal
2462,86,86.0,19,691,67738,Loyal
576,86,86.0,38,691,67738,Loyal
3278,86,86.0,3,691,67738,At-Risk
125,86,86.0,50,691,67738,Loyal
2533,86,86.0,4,691,67738,At-Risk
3009,86,86.0,19,691,67738,Loyal
433,86,86.0,26,691,67738,Loyal
1152,86,86.0,24,691,67738,Loyal
1508,86,86.0,7,691,67738,Regular
3605,86,86.0,17,691,67738,Loyal
1338,86,86.0,19,691,67738,Loyal
2599,86,86.0,31,691,67738,Loyal
243,85,85.0,40,728,72158,Loyal
1823,85,85.0,4,728,72158,At-Risk
1500,85,85.0,24,728,72158,Loyal
76,85,85.0,21,728,72158,Loyal
3727,85,85.0,36,728,72158,Loyal
336,85,85.0,44,728,72158,Loyal
3140,85,85.0,4,728,72158,At-Risk
1599,85,85.0,21,728,72158,Loyal
2941,85,85.0,13,728,72158,Loyal
1461,85,85.0,33,728,72158,Loyal
2368,85,85.0,28,728,72158,Loyal
1751,85,85.0,38,728,72158,Loyal
2987,85,85.0,16,728,72158,Loyal
1298,85,85.0,32,728,72158,Loyal
615,85,85.0,21,728,72158,Loyal
1901,85,85.0,34,728,72158,Loyal
3163,85,85.0,28,728,72158,Loyal
1858,85,85.0,33,728,72158,Loyal
290,85,85.0,26,728,72158,Loyal
669,85,85.0,35,728,72158,Loyal
629,85,85.0,29,728,72158,Loyal
7,85,85.0,49,728,72158,Loyal
1388,85,85.0,20,728,72158,Loyal
3718,85,85.0,47,728,72158,Loyal
2790,85,85.0,28,728,72158,Loyal
3101,85,85.0,3,728,72158,At-Risk
102,85,85.0,50,728,72158,Loyal
3478,85,85.0,38,728,72158,Loyal
2112,85,85.0,15,728,72158,Loyal
3217,85,85.0,18,728,72158,Loyal
1083,85,85.0,30,728,72158,Loyal
3136,85,85.0,48,728,72158,Loyal
2116,85,85.0,16,728,72158,Loyal
1337,85,85.0,44,728,72158,Loyal
490,85,85.0,40,728,72158,Loyal
3877,85,85.0,7,728,72158,Regular
753,85,85.0,17,728,72158,Loyal
110,85,85.0,43,728,72158,Loyal
2459,85,85.0,17,728,72158,Loyal
373,85,85.0,7,728,72158,Regular
1086,85,85.0,23,728,72158,Loyal
3103,85,85.0,29,728,72158,Loyal
276,85,85.0,13,728,72158,Loyal
2661,85,85.0,44,728,72158,Loyal
311,85,85.0,50,728,72158,Loyal
153,85,85.0,42,728,72158,Loyal
1734,85,85.0,22,728,72158,Loyal
74,85,85.0,43,728,72158,Loyal
3470,85,85.0,12,728,72158,Loyal
788,85,85.0,25,728,72158,Loyal
1009,85,85.0,29,728,72158,Loyal
3523,85,85.0,13,728,72158,Loyal
1721,84,84.0,40,780,75854,Loyal
1322,84,84.0,45,780,75854,Loyal
3843,84,84.0,42,780,75854,Loyal
744,84,84.0,36,780,75854,Loyal
1561,84,84.0,3,780,75854,At-Risk
530,84,84.0,6,780,75854,Regular
2349,84,84.0,16,780,75854,Loyal
2467,84,84.0,37,780,75854,Loyal
2323,84,84.0,21,780,75854,Loyal
3239,84,84.0,37,780,75854,Loyal
305,84,84.0,45,780,75854,Loyal
774,84,84.0,14,780,75854,Loyal
2239,84,84.0,18,780,75854,Loyal
2877,84,84.0,5,780,75854,Regular
1026,84,84.0,15,780,75854,Loyal
989,84,84.0,47,780,75854,Loyal
2836,84,84.0,7,780,75854,Regular
937,84,84.0,28,780,75854,Loyal
1509,84,84.0,3,780,75854,At-Risk
2029,84,84.0,10,780,75854,Regular
1121,84,84.0,40,780,75854,Loyal
2649,84,84.0,14,780,75854,Loyal
537,84,84.0,16,780,75854,Loyal
890,84,84.0,50,780,75854,Loyal
2159,84,84.0,9,780,75854,Regular
2665,84,84.0,37,780,75854,Loyal
1910,84,84.0,12,780,75854,Loyal
1921,84,84.0,40,780,75854,Loyal
816,84,84.0,27,780,75854,Loyal
121,84,84.0,32,780,75854,Loyal
480,84,84.0,43,780,75854,Loyal
790,84,84.0,4,780,75854,At-Risk
863,84,84.0,13,780,75854,Loyal
3802,84,84.0,36,780,75854,Loyal
3237,84,84.0,8,780,75854,Regular
213,84,84.0,7,780,75854,Regular
3223,84,84.0,22,780,75854,Loyal
2465,84,84.0,4,780,75854,At-Risk
3837,84,84.0,38,780,75854,Loyal
3701,84,84.0,2,780,75854,At-Risk
2501,84,84.0,32,780,75854,Loyal
934,84,84.0,33,780,75854,Loyal
3088,84,84.0,29,780,75854,Loyal
521,84,84.0,20,780,75854,Loyal
3704,83,83.0,23,824,80004,Loyal
2656,83,83.0,2,824,80004,At-Risk
65,83,83.0,18,824,80004,Loyal
2914,83,83.0,12,824,80004,Loyal
2396,83,83.0,47,824,80004,Loyal
811,83,83.0,32,824,80004,Loyal
2601,83,83.0,6,824,80004,Regular
2723,83,83.0,22,824,80004,Loyal
372,83,83.0,47,824,80004,Loyal
3728,83,83.0,17,824,80004,Loyal
225,83,83.0,12,824,80004,Loyal
2829,83,83.0,33,824,80004,Loyal
665,83,83.0,41,824,80004,Loyal
3147,83,83.0,19,824,80004,Loyal
1137,83,83.0,37,824,80004,Loyal
3413,83,83.0,31,824,80004,Loyal
1703,83,83.0,48,824,80004,Loyal
2157,83,83.0,41,824,80004,Loyal
2734,83,83.0,46,824,80004,Loyal
2298,83,83.0,1,824,80004,At-Risk
3852,83,83.0,24,824,80004,Loyal
664,83,83.0,23,824,80004,Loyal
869,83,83.0,2,824,80004,At-Risk
234,83,83.0,27,824,80004,Loyal
3386,83,83.0,16,824,80004,Loyal
3597,83,83.0,44,824,80004,Loyal
1007,83,83.0,50,824,80004,Loyal
1354,83,83.0,4,824,80004,At-Risk
1103,83,83.0,24,824,80004,Loyal
3437,83,83.0,41,824,80004,Loyal
1177,83,83.0,39,824,80004,Loyal
3775,83,83.0,48,824,80004,Loyal
595,83,83.0,6,824,80004,Regular
1168,83,83.0,16,824,80004,Loyal
2472,83,83.0,1,824,80004,At-Risk
1593,83,83.0,10,824,80004,Regular
90,83,83.0,15,824,80004,Loyal
1532,83,83.0,8,824,80004,Regular
1268,83,83.0,41,824,80004,Loyal
3544,83,83.0,18,824,80004,Loyal
3535,83,83.0,7,824,80004,Regular
3250,83,83.0,32,824,80004,Loyal
1106,83,83.0,6,824,80004,Regular
1437,83,83.0,23,824,80004,Loyal
2949,83,83.0,38,824,80004,Loyal
3581,83,83.0,3,824,80004,At-Risk
1710,83,83.0,19,824,80004,Loyal
2645,83,83.0,4,824,80004,At-Risk
2417,83,83.0,26,824,80004,Loyal
2457,83,83.0,5,824,80004,Regular
3475,82,82.0,18,874,84350,Loyal
1537,82,82.0,17,874,84350,Loyal
2261,82,82.0,16,874,84350,Loyal
2180,82,82.0,14,874,84350,Loyal
1772,82,82.0,9,874,84350,Regular
3795,82,82.0,27,874,84350,Loyal
2236,82,82.0,44,874,84350,Loyal
2006,82,82.0,30,874,84350,Loyal
3621,82,82.0,28,874,84350,Loyal
685,82,82.0,42,874,84350,Loyal
190,82,82.0,4,874,84350,At-Risk
325,82,82.0,37,874,84350,Loyal
2886,82,82.0,14,874,84350,Loyal
3025,82,82.0,47,874,84350,Loyal
3593,82,82.0,18,874,84350,Loyal
3030,82,82.0,1,874,84350,At-Risk
1155,82,82.0,44,874,84350,Loyal
3625,82,82.0,22,874,84350,Loyal
2489,82,82.0,30,874,84350,Loyal
920,82,82.0,17,874,84350,Loyal
3730,82,82.0,50,874,84350,Loyal
2761,82,82.0,41,874,84350,Loyal
3612,82,82.0,30,874,84350,Loyal
318,82,82.0,42,874,84350,Loyal
3298,82,82.0,47,874,84350,Loyal
3658,82,82.0,1,874,84350,At-Risk
2048,82,82.0,32,874,84350,Loyal
2720,82,82.0,4,874,84350,At-Risk
3102,82,82.0,9,874,84350,Regular
2631,82,82.0,20,874,84350,Loyal
2070,82,82.0,3,874,84350,At-Risk
2277,82,82.0,25,874,84350,Loyal
448,82,82.0,7,874,84350,Regular
389,82,82.0,10,874,84350,Regular
2397,82,82.0,20,874,84350,Loyal
2954,82,82.0,11,874,84350,Loyal
2290,82,82.0,47,874,84350,Loyal
1799,82,82.0,1,874,84350,At-Risk
3303,82,82.0,31,874,84350,Loyal
798,82,82.0,38,874,84350,Loyal
2016,82,82.0,8,874,84350,Regular
2927,82,82.0,9,874,84350,Regular
3494,82,82.0,35,874,84350,Loyal
1953,82,82.0,50,874,84350,Loyal
2908,82,82.0,50,874,84350,Loyal
3829,82,82.0,8,874,84350,Regular
2762,82,82.0,3,874,84350,At-Risk
3491,82,82.0,43,874,84350,Loyal
2423,82,82.0,45,874,84350,Loyal
2507,82,82.0,19,874,84350,Loyal
1204,82,82.0,23,874,84350,Loyal
3291,82,82.0,2,874,84350,At-Risk
393,82,82.0,38,874,84350,Loyal
463,81,81.0,48,927,88562,Loyal
2564,81,81.0,1,927,88562,At-Risk
3601,81,81.0,25,927,88562,Loyal
2739,81,81.0,39,927,88562,Loyal
1708,81,81.0,25,927,88562,Loyal
1135,81,81.0,2,927,88562,At-Risk
2069,81,81.0,44,927,88562,Loyal
2595,81,81.0,25,927,88562,Loyal
3512,81,81.0,21,927,88562,Loyal
3891,81,81.0,33,927,88562,Loyal
1215,81,81.0,5,927,88562,Regular
3673,81,81.0,7,927,88562,Regular
1176,81,81.0,26,927,88562,Loyal
177,81,81.0,30,927,88562,Loyal
2582,81,81.0,48,927,88562,Loyal
3753,81,81.0,43,927,88562,Loyal
1400,81,81.0,48,927,88562,Loyal
442,81,81.0,32,927,88562,Loyal
16,81,81.0,8,927,88562,Regular
1968,81,81.0,4,927,88562,At-Risk
1781,81,81.0,49,927,88562,Loyal
2646,81,81.0,24,927,88562,Loyal
2742,81,81.0,41,927,88562,Loyal
1299,81,81.0,14,927,88562,Loyal
3112,81,81.0,25,927,88562,Loyal
3092,81,81.0,46,927,88562,Loyal
2876,81,81.0,14,927,88562,Loyal
3797,81,81.0,47,927,88562,Loyal
3900,81,81.0,33,927,88562,Loyal
1072,81,81.0,46,927,88562,Loyal
810,81,81.0,30,927,88562,Loyal
713,81,81.0,36,927,88562,Loyal
2424,81,81.0,7,927,88562,Regular
136,81,81.0,12,927,88562,Loyal
2399,81,81.0,44,927,88562,Loyal
3361,81,81.0,47,927,88562,Loyal
3343,81,81.0,45,927,88562,Loyal
2309,81,81.0,22,927,88562,Loyal
418,81,81.0,48,927,88562,Loyal
181,81,81.0,12,927,88562,Loyal
921,81,81.0,37,927,88562,Loyal
1912,81,81.0,32,927,88562,Loyal
464,81,81.0,29,927,88562,Loyal
1282,81,81.0,8,927,88562,Regular
2360,81,81.0,44,927,88562,Loyal
337,81,81.0,16,927,88562,Loyal
1070,81,81.0,33,927,88562,Loyal
3021,81,81.0,48,927,88562,Loyal
2658,81,81.0,7,927,88562,Regular
1656,81,81.0,4,927,88562,At-Risk
3245,81,81.0,42,927,88562,Loyal
2706,81,81.0,1,927,88562,At-Risk
1829,80,80.0,45,979,92242,Loyal
833,80,80.0,28,979,92242,Loyal
1591,80,80.0,8,979,92242,Regular
1580,80,80.0,6,979,92242,Regular
3761,80,80.0,36,979,92242,Loyal
1743,80,80.0,18,979,92242,Loyal
300,80,80.0,28,979,92242,Loyal
3743,80,80.0,50,979,92242,Loyal
1634,80,80.0,33,979,92242,Loyal
844,80,80.0,6,979,92242,Regular
1505,80,80.0,10,979,92242,Regular
1114,80,80.0,11,979,92242,Loyal
581,80,80.0,10,979,92242,Regular
2840,80,80.0,30,979,92242,Loyal
2786,80,80.0,13,979,92242,Loyal
2536,80,80.0,39,979,92242,Loyal
3167,80,80.0,37,979,92242,Loyal
169,80,80.0,5,979,92242,Regular
1273,80,80.0,16,979,92242,Loyal
3663,80,80.0,11,979,92242,Loyal
2740,80,80.0,39,979,92242,Loyal
3676,80,80.0,3,979,92242,At-Risk
1831,80,80.0,7,979,92242,Regular
1950,80,80.0,12,979,92242,Loyal
3301,80,80.0,40,979,92242,Loyal
1231,80,80.0,49,979,92242,Loyal
986,80,80.0,12,979,92242,Loyal
2929,80,80.0,17,979,92242,Loyal
1996,80,80.0,29,979,92242,Loyal
2199,80,80.0,35,979,92242,Loyal
3516,80,80.0,16,979,92242,Loyal
658,80,80.0,6,979,92242,Regular
3061,80,80.0,1,979,92242,At-Risk
510,80,80.0,17,979,92242,Loyal
1853,80,80.0,32,979,92242,Loyal
2636,80,80.0,34,979,92242,Loyal
3788,80,80.0,46,979,92242,Loyal
1043,80,80.0,47,979,92242,Loyal
3594,80,80.0,24,979,92242,Loyal
1852,80,80.0,4,979,92242,At-Risk
1092,80,80.0,6,979,92242,Regular
357,80,80.0,27,979,92242,Loyal
1652,80,80.0,42,979,92242,Loyal
3225,80,80.0,18,979,92242,Loyal
2361,80,80.0,27,979,92242,Loyal
996,80,80.0,10,979,92242,Regular
3042,79,79.0,27,1025,96113,Loyal
1005,79,79.0,44,1025,96113,Loyal
626,79,79.0,1,1025,96113,At-Risk
2335,79,79.0,7,1025,96113,Regular
3811,79,79.0,29,1025,96113,Loyal
3481,79,79.0,45,1025,96113,Loyal
2497,79,79.0,37,1025,96113,Loyal
1046,79,79.0,11,1025,96113,Loyal
2255,79,79.0,44,1025,96113,Loyal
725,79,79.0,36,1025,96113,Loyal
1456,79,79.0,1,1025,96113,At-Risk
1266,79,79.0,27,1025,96113,Loyal
2364,79,79.0,38,1025,96113,Loyal
3708,79,79.0,19,1025,96113,Loyal
3120,79,79.0,21,1025,96113,Loyal
339,79,79.0,16,1025,96113,Loyal
3350,79,79.0,29,1025,96113,Loyal
3249,79,79.0,41,1025,96113,Loyal
1232,79,79.0,43,1025,96113,Loyal
2845,79,79.0,42,1025,96113,Loyal
64,79,79.0,43,1025,96113,Loyal
3285,79,79.0,20,1025,96113,Loyal
3305,79,79.0,36,1025,96113,Loyal
1219,79,79.0,43,1025,96113,Loyal
742,79,79.0,23,1025,96113,Loyal
229,79,79.0,11,1025,96113,Loyal
2204,79,79.0,32,1025,96113,Loyal
1989,79,79.0,26,1025,96113,Loyal
627,79,79.0,10,1025,96113,Regular
3407,79,79.0,24,1025,96113,Loyal
1313,79,79.0,19,1025,96113,Loyal
543,79,79.0,35,1025,96113,Loyal
2851,79,79.0,36,1025,96113,Loyal
661,79,79.0,39,1025,96113,Loyal
1414,79,79.0,12,1025,96113,Loyal
2788,79,79.0,4,1025,96113,At-Risk
2316,79,79.0,49,1025,96113,Loyal
710,79,79.0,23,1025,96113,Loyal
3547,79,79.0,37,1025,96113,Loyal
3731,79,79.0,3,1025,96113,At-Risk
32,79,79.0,45,1025,96113,Loyal
60,79,79.0,4,1025,96113,At-Risk
109,79,79.0,32,1025,96113,Loyal
575,79,79.0,20,1025,96113,Loyal
1241,79,79.0,48,1025,96113,Loyal
1817,79,79.0,4,1025,96113,At-Risk
3005,79,79.0,23,1025,96113,Loyal
3853,79,79.0,19,1025,96113,Loyal
701,79,79.0,5,1025,96113,Regular
375,78,78.0,39,1074,99623,Loyal
642,78,78.0,23,1074,99623,Loyal
2355,78,78.0,27,1074,99623,Loyal
1775,78,78.0,6,1074,99623,Regular
727,78,78.0,20,1074,99623,Loyal
3857,78,78.0,8,1074,99623,Regular
2082,78,78.0,48,1074,99623,Loyal
797,78,78.0,43,1074,99623,Loyal
2597,78,78.0,35,1074,99623,Loyal
925,78,78.0,37,1074,99623,Loyal
3324,78,78.0,4,1074,99623,At-Risk
3388,78,78.0,2,1074,99623,At-Risk
1951,78,78.0,26,1074,99623,Loyal
729,78,78.0,12,1074,99623,Loyal
1843,78,78.0,1,1074,99623,At-Risk
1979,78,78.0,1,1074,99623,At-Risk
931,78,78.0,20,1074,99623,Loyal
1846,78,78.0,39,1074,99623,Loyal
2910,78,78.0,40,1074,99623,Loyal
552,78,78.0,27,1074,99623,Loyal
3451,78,78.0,31,1074,99623,Loyal
324,78,78.0,29,1074,99623,Loyal
1211,78,78.0,5,1074,99623,Regular
3443,78,78.0,12,1074,99623,Loyal
1620,78,78.0,50,1074,99623,Loyal
2188,78,78.0,20,1074,99623,Loyal
1840,78,78.0,32,1074,99623,Loyal
928,78,78.0,8,1074,99623,Regular
2194,78,78.0,8,1074,99623,Regular
403,78,78.0,26,1074,99623,Loyal
3168,78,78.0,9,1074,99623,Regular
3215,78,78.0,6,1074,99623,Regular
3461,78,78.0,5,1074,99623,Regular
1648,78,78.0,8,1074,99623,Regular
2100,78,78.0,50,1074,99623,Loyal
2491,78,78.0,5,1074,99623,Regular
265,78,78.0,15,1074,99623,Loyal
1281,78,78.0,39,1074,99623,Loyal
2307,78,78.0,8,1074,99623,Regular
198,78,78.0,41,1074,99623,Loyal
3191,78,78.0,5,1074,99623,Regular
499,78,78.0,27,1074,99623,Loyal
985,78,78.0,8,1074,99623,Regular
3895,78,78.0,44,1074,99623,Loyal
584,78,78.0,38,1074,99623,Loyal
3124,77,77.0,40,1119,103165,Loyal
874,77,77.0,24,1119,103165,Loyal
596,77,77.0,47,1119,103165,Loyal
384,77,77.0,6,1119,103165,Regular
3666,77,77.0,11,1119,103165,Loyal
1955,77,77.0,3,1119,103165,At-Risk
1838,77,77.0,8,1119,103165,Regular
3859,77,77.0,26,1119,103165,Loyal
1582,77,77.0,46,1119,103165,Loyal
2242,77,77.0,3,1119,103165,At-Risk
2619,77,77.0,12,1119,103165,Loyal
1542,77,77.0,35,1119,103165,Loyal
1812,77,77.0,33,1119,103165,Loyal
768,77,77.0,11,1119,103165,Loyal
3162,77,77.0,43,1119,103165,Loyal
2213,77,77.0,22,1119,103165,Loyal
2380,77,77.0,22,1119,103165,Loyal
1644,77,77.0,6,1119,103165,Regular
3022,77,77.0,47,1119,103165,Loyal
559,77,77.0,43,1119,103165,Loyal
3584,77,77.0,44,1119,103165,Loyal
262,77,77.0,21,1119,103165,Loyal
3805,77,77.0,45,1119,103165,Loyal
1118,77,77.0,24,1119,103165,Loyal
583,77,77.0,2,1119,103165,At-Risk
2947,77,77.0,29,1119,103165,Loyal
3660,77,77.0,46,1119,103165,Loyal
2677,77,77.0,3,1119,103165,At-Risk
314,77,77.0,50,1119,103165,Loyal
1647,77,77.0,20,1119,103165,Loyal
1325,77,77.0,11,1119,103165,Loyal
1049,77,77.0,19,1119,103165,Loyal
889,77,77.0,44,1119,103165,Loyal
3899,77,77.0,24,1119,103165,Loyal
2846,77,77.0,39,1119,103165,Loyal
156,77,77.0,21,1119,103165,Loyal
1587,77,77.0,21,1119,103165,Loyal
1239,77,77.0,3,1119,103165,At-Risk
3684,77,77.0,17,1119,103165,Loyal
2332,77,77.0,10,1119,103165,Regular
1983,77,77.0,32,1119,103165,Loyal
2334,77,77.0,1,1119,103165,At-Risk
2504,77,77.0,5,1119,103165,Regular
1976,77,77.0,4,1119,103165,At-Risk
3159,77,77.0,44,1119,103165,Loyal
1870,77,77.0,16,1119,103165,Loyal
1143,76,76.0,27,1165,106965,Loyal
1525,76,76.0,6,1165,106965,Regular
1441,76,76.0,13,1165,106965,Loyal
3127,76,76.0,28,1165,106965,Loyal
3411,76,76.0,38,1165,106965,Loyal
831,76,76.0,5,1165,106965,Regular
2738,76,76.0,35,1165,106965,Loyal
192,76,76.0,29,1165,106965,Loyal
3222,76,76.0,28,1165,106965,Loyal
355,76,76.0,42,1165,106965,Loyal
3121,76,76.0,32,1165,106965,Loyal
2475,76,76.0,19,1165,106965,Loyal
1902,76,76.0,50,1165,106965,Loyal
572,76,76.0,37,1165,106965,Loyal
1245,76,76.0,2,1165,106965,At-Risk
432,76,76.0,33,1165,106965,Loyal
120,76,76.0,44,1165,106965,Loyal
1856,76,76.0,9,1165,106965,Regular
2451,76,76.0,7,1165,106965,Regular
1569,76,76.0,8,1165,106965,Regular
41,76,76.0,31,1165,106965,Loyal
2801,76,76.0,14,1165,106965,Loyal
383,76,76.0,47,1165,106965,Loyal
2657,76,76.0,29,1165,106965,Loyal
2805,76,76.0,48,1165,106965,Loyal
3051,76,76.0,28,1165,106965,Loyal
880,76,76.0,14,1165,106965,Loyal
3065,76,76.0,49,1165,106965,Loyal
3854,76,76.0,49,1165,106965,Loyal
2338,76,76.0,5,1165,106965,Regular
2402,76,76.0,25,1165,106965,Loyal
856,76,76.0,14,1165,106965,Loyal
1495,76,76.0,23,1165,106965,Loyal
2262,76,76.0,12,1165,106965,Loyal
1020,76,76.0,33,1165,106965,Loyal
533,76,76.0,35,1165,106965,Loyal
3193,76,76.0,20,1165,106965,Loyal
1102,76,76.0,39,1165,106965,Loyal
408,76,76.0,5,1165,106965,Regular
95,76,76.0,28,1165,106965,Loyal
3599,76,76.0,19,1165,106965,Loyal
3246,76,76.0,20,1165,106965,Loyal
1844,76,76.0,32,1165,106965,Loyal
668,76,76.0,32,1165,106965,Loyal
150,76,76.0,14,1165,106965,Loyal
2624,76,76.0,38,1165,106965,Loyal
1851,76,76.0,50,1165,106965,Loyal
1174,76,76.0,42,1165,106965,Loyal
1044,76,76.0,28,1165,106965,Loyal
475,76,76.0,15,1165,106965,Loyal
3790,75,75.0,18,1215,109965,Loyal
974,75,75.0,30,1215,109965,Loyal
3313,75,75.0,45,1215,109965,Loyal
3485,75,75.0,13,1215,109965,Loyal
1826,75,75.0,41,1215,109965,Loyal
3379,75,75.0,6,1215,109965,Regular
2108,75,75.0,35,1215,109965,Loyal
2191,75,75.0,33,1215,109965,Loyal
1770,75,75.0,45,1215,109965,Loyal
3813,75,75.0,7,1215,109965,Regular
881,75,75.0,25,1215,109965,Loyal
2867,75,75.0,19,1215,109965,Loyal
2623,75,75.0,15,1215,109965,Loyal
1420,75,75.0,4,1215,109965,At-Risk
1559,75,75.0,24,1215,109965,Loyal
1529,75,75.0,47,1215,109965,Loyal
112,75,75.0,9,1215,109965,Regular
2688,75,75.0,12,1215,109965,Loyal
3620,75,75.0,50,1215,109965,Loyal
1365,75,75.0,5,1215,109965,Regular
956,75,75.0,4,1215,109965,At-Risk
2863,75,75.0,5,1215,109965,Regular
2641,75,75.0,45,1215,109965,Loyal
267,75,75.0,32,1215,109965,Loyal
1528,75,75.0,33,1215,109965,Loyal
1419,75,75.0,23,1215,109965,Loyal
1071,75,75.0,50,1215,109965,Loyal
2669,75,75.0,9,1215,109965,Regular
1687,75,75.0,25,1215,109965,Loyal
1577,75,75.0,36,1215,109965,Loyal
2506,75,75.0,43,1215,109965,Loyal
1370,75,75.0,48,1215,109965,Loyal
3780,75,75.0,45,1215,109965,Loyal
1693,75,75.0,33,1215,109965,Loyal
1563,75,75.0,23,1215,109965,Loyal
1316,75,75.0,29,1215,109965,Loyal
1836,75,75.0,45,1215,109965,Loyal
1063,75,75.0,21,1215,109965,Loyal
2570,75,75.0,10,1215,109965,Regular
2733,75,75.0,27,1215,109965,Loyal
2392,74,74.0,31,1255,113147,Loyal
2971,74,74.0,44,1255,113147,Loyal
3661,74,74.0,13,1255,113147,Loyal
1892,74,74.0,48,1255,113147,Loyal
3234,74,74.0,11,1255,113147,Loyal
406,74,74.0,15,1255,113147,Loyal
1294,74,74.0,30,1255,113147,Loyal
2169,74,74.0,32,1255,113147,Loyal
2228,74,74.0,42,1255,113147,Loyal
1908,74,74.0,36,1255,113147,Loyal
360,74,74.0,30,1255,113147,Loyal
3349,74,74.0,15,1255,113147,Loyal
955,74,74.0,18,1255,113147,Loyal
912,74,74.0,2,1255,113147,At-Risk
748,74,74.0,13,1255,113147,Loyal
259,74,74.0,16,1255,113147,Loyal
3059,74,74.0,3,1255,113147,At-Risk
297,74,74.0,19,1255,113147,Loyal
2155,74,74.0,33,1255,113147,Loyal
3032,74,74.0,30,1255,113147,Loyal
1323,74,74.0,17,1255,113147,Loyal
163,74,74.0,31,1255,113147,Loyal
3243,74,74.0,17,1255,113147,Loyal
227,74,74.0,5,1255,113147,Regular
447,74,74.0,15,1255,113147,Loyal
2556,74,74.0,23,1255,113147,Loyal
547,74,74.0,45,1255,113147,Loyal
1536,74,74.0,8,1255,113147,Regular
679,74,74.0,25,1255,113147,Loyal
1039,74,74.0,3,1255,113147,At-Risk
3393,74,74.0,6,1255,113147,Regular
320,74,74.0,1,1255,113147,At-Risk
3551,74,74.0,32,1255,113147,Loyal
1916,74,74.0,44,1255,113147,Loyal
3851,74,74.0,25,1255,113147,Loyal
1213,74,74.0,18,1255,113147,Loyal
3514,74,74.0,29,1255,113147,Loyal
3267,74,74.0,33,1255,113147,Loyal
3525,74,74.0,30,1255,113147,Loyal
413,74,74.0,3,1255,113147,At-Risk
3360,74,74.0,29,1255,113147,Loyal
3048,74,74.0,3,1255,113147,At-Risk
1481,74,74.0,26,1255,113147,Loyal
3631,73,73.0,29,1298,116870,Loyal
3087,73,73.0,26,1298,116870,Loyal
2797,73,73.0,21,1298,116870,Loyal
3431,73,73.0,17,1298,116870,Loyal
159,73,73.0,50,1298,116870,Loyal
3010,73,73.0,8,1298,116870,Regular
860,73,73.0,7,1298,116870,Regular
2517,73,73.0,36,1298,116870,Loyal
3452,73,73.0,13,1298,116870,Loyal
1100,73,73.0,45,1298,116870,Loyal
3,73,73.0,23,1298,116870,Loyal
2852,73,73.0,42,1298,116870,Loyal
1275,73,73.0,37,1298,116870,Loyal
57,73,73.0,46,1298,116870,Loyal
2375,73,73.0,31,1298,116870,Loyal
419,73,73.0,27,1298,116870,Loyal
2892,73,73.0,10,1298,116870,Regular
1326,73,73.0,1,1298,116870,At-Risk
484,73,73.0,12,1298,116870,Loyal
849,73,73.0,33,1298,116870,Loyal
1132,73,73.0,20,1298,116870,Loyal
1487,73,73.0,23,1298,116870,Loyal
2819,73,73.0,12,1298,116870,Loyal
1520,73,73.0,40,1298,116870,Loyal
2473,73,73.0,31,1298,116870,Loyal
2305,73,73.0,9,1298,116870,Regular
1519,73,73.0,14,1298,116870,Loyal
485,73,73.0,28,1298,116870,Loyal
1849,73,73.0,34,1298,116870,Loyal
1673,73,73.0,15,1298,116870,Loyal
2434,73,73.0,16,1298,116870,Loyal
1234,73,73.0,40,1298,116870,Loyal
97,73,73.0,43,1298,116870,Loyal
